,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
3260,JAMMU & KASHMIR,PULWAMA,2006,9,50,0,37,7,1,0
3261,JAMMU & KASHMIR,RAILWAYS,2006,0,0,0,0,0,0,0
3262,JAMMU & KASHMIR,RAJOURI,2006,26,33,3,34,13,33,0
3263,JAMMU & KASHMIR,RAMBAN,2006,14,4,0,6,4,0,0
3264,JAMMU & KASHMIR,REASI,2006,7,10,0,9,3,3,0
3265,JAMMU & KASHMIR,SRINAGAR,2006,22,93,0,208,95,10,0
3266,JAMMU & KASHMIR,UDHAMPUR,2006,11,10,0,19,11,3,0
3267,JAMMU & KASHMIR,ANANTNAG,2007,16,65,0,57,29,0,0
3268,JAMMU & KASHMIR,AWANTIPORA,2007,5,11,0,29,7,0,0
3269,JAMMU & KASHMIR,BARAMULLA,2007,31,90,0,93,28,2,0
3270,JAMMU & KASHMIR,BORDER DISTRICT,2007,6,7,2,11,3,3,0
3271,JAMMU & KASHMIR,BUDGAM,2007,17,72,0,118,31,0,0
3272,JAMMU & KASHMIR,CRIME JAMMU,2007,0,0,0,0,0,0,0
3273,JAMMU & KASHMIR,CRIME SRINAGAR,2007,0,0,0,0,0,0,0
3274,JAMMU & KASHMIR,DODA,2007,28,28,0,26,5,13,0
3275,JAMMU & KASHMIR,GANDERBAL,2007,5,45,0,73,3,5,0
3276,JAMMU & KASHMIR,HANDWARA,2007,15,22,0,62,9,2,0
3277,JAMMU & KASHMIR,JAMMU,2007,25,52,3,23,41,45,0
3278,JAMMU & KASHMIR,KARGIL,2007,0,1,0,2,0,0,0
3279,JAMMU & KASHMIR,KATHUA,2007,15,17,1,15,21,7,0
3280,JAMMU & KASHMIR,KULGAM,2007,9,43,0,53,13,0,0
3281,JAMMU & KASHMIR,KUPWARA,2007,4,35,0,77,4,5,0
3282,JAMMU & KASHMIR,LEH,2007,2,3,0,4,0,0,0
3283,JAMMU & KASHMIR,POONCH,2007,13,17,0,28,3,15,0
3284,JAMMU & KASHMIR,PULWAMA,2007,11,45,0,36,8,2,0
3285,JAMMU & KASHMIR,RAILWAYS,2007,0,0,0,0,1,0,0
3286,JAMMU & KASHMIR,RAJOURI,2007,25,47,3,30,6,45,0
3287,JAMMU & KASHMIR,RAMBAN,2007,15,7,0,6,5,0,0
3288,JAMMU & KASHMIR,REASI,2007,7,10,0,10,3,1,0
3289,JAMMU & KASHMIR,SRINAGAR,2007,27,81,0,219,121,31,0
3290,JAMMU & KASHMIR,UDHAMPUR,2007,12,9,0,14,12,0,0
3291,JAMMU & KASHMIR,ANANTNAG,2008,13,74,0,63,17,0,0
3292,JAMMU & KASHMIR,AWANTIPORA,2008,4,13,0,40,1,1,0
3293,JAMMU & KASHMIR,BANDIPORA,2008,1,44,0,74,7,0,0
3294,JAMMU & KASHMIR,BARAMULLA,2008,13,60,0,80,12,1,0
3295,JAMMU & KASHMIR,BUDGAM,2008,8,60,0,88,29,0,0
3296,JAMMU & KASHMIR,CRIME JAMMU,2008,0,0,0,0,0,0,0
3297,JAMMU & KASHMIR,CRIME SRINAGAR,2008,0,0,0,0,0,0,0
3298,JAMMU & KASHMIR,DODA,2008,20,21,0,14,4,8,0
3299,JAMMU & KASHMIR,GANDERBAL,2008,2,21,0,36,1,2,0
3300,JAMMU & KASHMIR,HANDWARA,2008,6,16,0,51,6,1,0
3301,JAMMU & KASHMIR,JAMMU,2008,26,49,7,31,58,54,0
3302,JAMMU & KASHMIR,KARGIL,2008,1,1,0,5,0,0,0
3303,JAMMU & KASHMIR,KATHUA,2008,15,13,7,17,4,7,0
3304,JAMMU & KASHMIR,KISHTWAR,2008,4,12,0,10,1,5,0
3305,JAMMU & KASHMIR,KULGAM,2008,5,43,0,63,4,1,0
3306,JAMMU & KASHMIR,KUPWARA,2008,5,19,0,31,2,2,0
3307,JAMMU & KASHMIR,LEH,2008,6,3,0,7,0,0,0
3308,JAMMU & KASHMIR,POONCH,2008,16,21,0,35,6,13,0
3309,JAMMU & KASHMIR,PULWAMA,2008,2,29,0,13,8,0,0
3310,JAMMU & KASHMIR,RAILWAYS,2008,0,1,0,0,0,0,0
3311,JAMMU & KASHMIR,RAJOURI,2008,21,27,6,34,7,39,0
3312,JAMMU & KASHMIR,RAMBAN,2008,9,14,0,4,4,0,0
3313,JAMMU & KASHMIR,REASI,2008,5,9,0,11,4,2,0
3314,JAMMU & KASHMIR,SAMBA,2008,2,9,1,7,1,3,0
3315,JAMMU & KASHMIR,SHOPIAN,2008,6,14,0,49,5,1,0
3316,JAMMU & KASHMIR,SRINAGAR,2008,16,69,0,162,104,18,0
3317,JAMMU & KASHMIR,UDHAMPUR,2008,13,14,0,10,11,4,0
3318,JAMMU & KASHMIR,ANANTNAG,2009,8,81,0,84,38,4,0
3319,JAMMU & KASHMIR,AWANTIPORA,2009,5,11,0,17,0,0,0
3320,JAMMU & KASHMIR,BANDIPORA,2009,4,49,0,66,11,0,0
3321,JAMMU & KASHMIR,BARAMULLA,2009,14,80,0,127,25,0,0
3322,JAMMU & KASHMIR,BUDGAM,2009,10,71,0,105,34,1,0
3323,JAMMU & KASHMIR,CRIME JAMMU,2009,0,0,0,0,0,0,0
3324,JAMMU & KASHMIR,CRIME SRINAGAR,2009,0,0,0,0,0,0,0
3325,JAMMU & KASHMIR,DODA,2009,18,38,0,21,10,19,0
3326,JAMMU & KASHMIR,GANDERBAL,2009,7,25,0,45,2,3,0
3327,JAMMU & KASHMIR,HANDWARA,2009,5,16,0,46,5,0,0
3328,JAMMU & KASHMIR,JAMMU,2009,29,66,10,29,59,62,0
3329,JAMMU & KASHMIR,KARGIL,2009,1,1,0,1,0,0,0
3330,JAMMU & KASHMIR,KATHUA,2009,9,23,1,16,8,4,0
3331,JAMMU & KASHMIR,KISHTWAR,2009,3,23,0,3,5,5,0
3332,JAMMU & KASHMIR,KULGAM,2009,9,50,0,73,9,0,0
3333,JAMMU & KASHMIR,KUPWARA,2009,6,22,0,20,7,3,0
3334,JAMMU & KASHMIR,LEH,2009,2,1,0,3,0,0,0
3335,JAMMU & KASHMIR,POONCH,2009,12,19,0,29,1,17,0
3336,JAMMU & KASHMIR,PULWAMA,2009,5,25,0,18,7,0,0
3337,JAMMU & KASHMIR,RAILWAYS,2009,0,0,0,0,2,0,0
3338,JAMMU & KASHMIR,RAILWAYS KMR,2009,0,0,0,2,0,0,0
3339,JAMMU & KASHMIR,RAJOURI,2009,22,33,1,25,3,44,0
3340,JAMMU & KASHMIR,RAMBAN,2009,12,15,0,8,6,0,0
3341,JAMMU & KASHMIR,REASI,2009,9,13,0,10,7,0,0
3342,JAMMU & KASHMIR,SAMBA,2009,6,7,0,4,4,5,0
3343,JAMMU & KASHMIR,SHOPIAN,2009,5,41,0,48,5,0,0
3344,JAMMU & KASHMIR,SRINAGAR,2009,21,106,0,165,118,27,0
3345,JAMMU & KASHMIR,UDHAMPUR,2009,15,9,0,7,5,2,0
3346,JAMMU & KASHMIR,ANANTNAG,2010,7,71,0,112,24,3,0
3347,JAMMU & KASHMIR,AWANTIPORA,2010,2,17,0,19,3,0,0
3348,JAMMU & KASHMIR,BANDIPORA,2010,4,42,0,66,9,0,0
3349,JAMMU & KASHMIR,BARAMULLA,2010,7,55,0,68,12,1,0
3350,JAMMU & KASHMIR,BUDGAM,2010,7,67,0,93,34,0,0
3351,JAMMU & KASHMIR,CRIME JAMMU,2010,0,0,0,0,0,0,0
3352,JAMMU & KASHMIR,CRIME KASHMIR,2010,0,0,0,0,0,0,0
3353,JAMMU & KASHMIR,DODA,2010,21,57,0,27,6,21,0
3354,JAMMU & KASHMIR,GANDERBAL,2010,1,15,0,44,0,1,0
3355,JAMMU & KASHMIR,HANDWARA,2010,1,35,0,47,7,1,0
3356,JAMMU & KASHMIR,JAMMU,2010,36,78,6,36,42,70,0
3357,JAMMU & KASHMIR,KARGIL,2010,0,1,0,0,0,0,0
3358,JAMMU & KASHMIR,KATHUA,2010,17,17,2,26,4,5,0
3359,JAMMU & KASHMIR,KISHTWAR,2010,3,23,0,5,0,5,0
3360,JAMMU & KASHMIR,KULGAM,2010,4,40,0,60,5,1,0
3361,JAMMU & KASHMIR,KUPWARA,2010,3,30,0,21,4,1,0
3362,JAMMU & KASHMIR,LEH,2010,2,3,0,3,0,0,0
3363,JAMMU & KASHMIR,POONCH,2010,20,34,0,30,10,16,0
3364,JAMMU & KASHMIR,PULWAMA,2010,8,31,0,11,13,0,0
3365,JAMMU & KASHMIR,RAILWAYS,2010,0,0,0,0,0,0,0
3366,JAMMU & KASHMIR,RAILWAYS,2010,1,0,0,0,0,0,0
3367,JAMMU & KASHMIR,RAJOURI,2010,36,42,0,26,4,44,0
3368,JAMMU & KASHMIR,RAMBAN,2010,6,17,0,11,2,0,0
3369,JAMMU & KASHMIR,REASI,2010,8,12,0,13,1,0,0
3370,JAMMU & KASHMIR,SAMBA,2010,5,4,1,7,1,6,0
3371,JAMMU & KASHMIR,SHOPIAN,2010,9,45,0,96,5,1,0
3372,JAMMU & KASHMIR,SOPORE,2010,9,34,0,59,13,3,0
3373,JAMMU & KASHMIR,SRINAGAR,2010,13,60,0,130,58,17,0
3374,JAMMU & KASHMIR,UDHAMPUR,2010,15,10,0,28,5,15,0
3375,JAMMU & KASHMIR,ANANTNAG,2011,18,108,0,134,46,6,0
3376,JAMMU & KASHMIR,AWANTIPORA,2011,4,26,0,13,5,3,0
3377,JAMMU & KASHMIR,BANDIPORA,2011,1,57,0,61,5,3,0
3378,JAMMU & KASHMIR,BARAMULLA,2011,12,73,0,94,23,1,0
3379,JAMMU & KASHMIR,BUDGAM,2011,8,100,0,94,27,2,0
3380,JAMMU & KASHMIR,CRIME JAMMU,2011,0,0,0,0,0,0,0
3381,JAMMU & KASHMIR,CRIME SRINAGAR,2011,0,0,0,0,0,0,0
3382,JAMMU & KASHMIR,DODA,2011,16,43,0,25,7,20,0
3383,JAMMU & KASHMIR,GANDERBAL,2011,9,30,0,57,1,1,0
3384,JAMMU & KASHMIR,HANDWARA,2011,6,33,0,76,14,1,0
3385,JAMMU & KASHMIR,JAMMU,2011,35,61,3,38,45,51,0
3386,JAMMU & KASHMIR,KARGIL,2011,1,1,0,2,0,2,0
3387,JAMMU & KASHMIR,KATHUA,2011,17,32,5,32,8,19,0
3388,JAMMU & KASHMIR,KISHTWAR,2011,4,25,0,12,1,16,0
3389,JAMMU & KASHMIR,KULGAM,2011,10,44,0,68,12,1,0
3390,JAMMU & KASHMIR,KUPWARA,2011,11,45,0,45,11,4,0
3391,JAMMU & KASHMIR,LEH,2011,3,0,0,7,1,0,0
3392,JAMMU & KASHMIR,POONCH,2011,18,32,0,31,7,29,0
3393,JAMMU & KASHMIR,PULWAMA,2011,5,34,0,11,7,0,0
3394,JAMMU & KASHMIR,RAILWAYS JAMMU,2011,0,0,0,0,0,0,0
3395,JAMMU & KASHMIR,RAILWAYS KASHMIR,2011,0,0,0,0,1,0,0
3396,JAMMU & KASHMIR,RAJOURI,2011,32,43,1,30,4,49,0
3397,JAMMU & KASHMIR,RAMBAN,2011,13,15,0,12,4,0,0
3398,JAMMU & KASHMIR,REASI,2011,11,15,0,11,5,1,0
3399,JAMMU & KASHMIR,SAMBA,2011,3,11,2,6,17,5,0
3400,JAMMU & KASHMIR,SHOPIAN,2011,8,29,0,77,8,0,0
3401,JAMMU & KASHMIR,SOPORE,2011,4,38,0,58,9,5,0
3402,JAMMU & KASHMIR,SRINAGAR,2011,14,110,0,171,70,54,0
3403,JAMMU & KASHMIR,UDHAMPUR,2011,14,18,0,29,12,13,0
3404,JAMMU & KASHMIR,ANANTNAG,2012,14,92,0,130,33,4,0
3405,JAMMU & KASHMIR,AWANTIPORA,2012,4,29,0,11,7,1,0
3406,JAMMU & KASHMIR,BANDIPORA,2012,6,45,0,81,5,0,0
3407,JAMMU & KASHMIR,BARAMULLA,2012,12,79,0,109,23,13,0
3408,JAMMU & KASHMIR,BUDGAM,2012,7,73,0,114,15,5,0
3409,JAMMU & KASHMIR,CRIME JAMMU,2012,0,0,0,0,0,0,0
3410,JAMMU & KASHMIR,CRIME SRINAGAR,2012,0,0,0,0,0,0,0
3411,JAMMU & KASHMIR,DODA,2012,16,31,0,23,5,26,0
3412,JAMMU & KASHMIR,GANDERBAL,2012,9,32,0,97,3,2,0
3413,JAMMU & KASHMIR,HANDWARA,2012,6,35,0,88,3,2,0
3414,JAMMU & KASHMIR,JAMMU,2012,39,92,5,44,33,67,0
3415,JAMMU & KASHMIR,KARGIL,2012,1,0,0,1,0,0,0
3416,JAMMU & KASHMIR,KATHUA,2012,20,34,1,30,12,14,0
3417,JAMMU & KASHMIR,KISHTWAR,2012,6,23,0,12,1,11,0
3418,JAMMU & KASHMIR,KULGAM,2012,15,68,0,96,19,2,0
3419,JAMMU & KASHMIR,KUPWARA,2012,15,49,0,53,16,9,0
3420,JAMMU & KASHMIR,LEH,2012,3,1,0,5,0,0,0
3421,JAMMU & KASHMIR,POONCH,2012,9,41,0,31,6,14,0
3422,JAMMU & KASHMIR,PULWAMA,2012,3,21,0,8,19,0,0
3423,JAMMU & KASHMIR,RAILWAYS JAMMU,2012,0,0,0,0,1,0,0
3424,JAMMU & KASHMIR,RAILWAYS KASHMIR,2012,0,1,0,0,0,0,0
3425,JAMMU & KASHMIR,RAILWAYS KATRA,2012,0,0,0,0,0,0,0
3426,JAMMU & KASHMIR,RAJOURI,2012,32,54,1,51,11,44,0
3427,JAMMU & KASHMIR,RAMBAN,2012,7,22,0,9,6,0,0
3428,JAMMU & KASHMIR,REASI,2012,12,18,0,14,6,2,0
3429,JAMMU & KASHMIR,SAMBA,2012,8,9,1,10,11,4,0
3430,JAMMU & KASHMIR,SHOPIAN,2012,3,47,0,29,9,0,0
3431,JAMMU & KASHMIR,SOPORE,2012,7,34,0,55,9,6,0
3432,JAMMU & KASHMIR,SRINAGAR,2012,19,89,0,201,82,63,0
3433,JAMMU & KASHMIR,UDHAMPUR,2012,30,22,0,20,12,12,0
3434,Jammu & Kashmir,ANANTNAG,2013,19,88,0,129,26,4,0
3435,Jammu & Kashmir,AWANTIPORA,2013,5,14,0,18,4,1,0
3436,Jammu & Kashmir,BANDIPORA,2013,8,50,0,47,9,5,0
3437,Jammu & Kashmir,BARAMULLA,2013,19,92,0,135,18,13,0
3438,Jammu & Kashmir,BUDGAM,2013,11,61,0,26,13,2,0
3439,Jammu & Kashmir,CRIME JAMMU,2013,0,0,0,0,0,0,0
3440,Jammu & Kashmir,CRIME SRINAGAR,2013,0,0,0,0,0,0,0
3441,Jammu & Kashmir,DODA,2013,29,36,0,41,9,41,0
3442,Jammu & Kashmir,GANDERBAL,2013,5,28,0,64,4,5,0
3443,Jammu & Kashmir,HANDWARA,2013,10,28,0,77,5,5,0
3444,Jammu & Kashmir,JAMMU,2013,50,96,5,72,53,92,0
3445,Jammu & Kashmir,KARGIL,2013,0,1,0,1,0,0,0
3446,Jammu & Kashmir,KATHUA,2013,20,24,0,37,15,21,0
3447,Jammu & Kashmir,KISHTWAR,2013,12,14,0,14,5,19,0
3448,Jammu & Kashmir,KULGAM,2013,13,60,0,136,18,0,0
3449,Jammu & Kashmir,KUPWARA,2013,19,51,0,47,14,10,0
3450,Jammu & Kashmir,LEH,2013,2,0,0,2,1,0,0
3451,Jammu & Kashmir,POONCH,2013,20,24,0,45,4,14,0
3452,Jammu & Kashmir,PULWAMA,2013,10,28,0,19,9,3,0
3453,Jammu & Kashmir,RAILWAYS JAMMU,2013,0,0,0,1,0,0,0
3454,Jammu & Kashmir,RAILWAYS KASHMIR,2013,0,0,0,0,2,0,0
3455,Jammu & Kashmir,RAILWAYS KATRA,2013,0,0,0,0,0,0,0
3456,Jammu & Kashmir,RAJOURI,2013,30,58,1,46,16,57,0
3457,Jammu & Kashmir,RAMBAN,2013,13,21,0,21,6,9,0
3458,Jammu & Kashmir,REASI,2013,13,17,0,5,8,14,0
3459,Jammu & Kashmir,SAMBA,2013,5,8,1,23,7,12,0
3460,Jammu & Kashmir,SHOPIAN,2013,5,17,0,27,4,2,0
3461,Jammu & Kashmir,SOPORE,2013,15,34,0,63,3,5,0
3462,Jammu & Kashmir,SRINAGAR,2013,22,86,0,266,90,72,0
3463,Jammu & Kashmir,UDHAMPUR,2013,23,13,0,27,11,22,0
3464,Jammu & Kashmir,Anantnag,2014,19,62,0,123,0,9,0
3465,Jammu & Kashmir,Awantipora,2014,6,19,0,19,0,1,0
3466,Jammu & Kashmir,Bandipora,2014,4,37,0,53,5,4,0
3467,Jammu & Kashmir,Baramulla,2014,10,54,0,83,18,11,0
3468,Jammu & Kashmir,Budgam,2014,9,46,0,30,6,3,0
3469,Jammu & Kashmir,Crime Jammu,2014,0,0,0,0,0,0,0
3470,Jammu & Kashmir,Crime Srinagar,2014,1,0,0,0,0,0,0
3471,Jammu & Kashmir,Doda,2014,23,16,0,60,8,14,0
3472,Jammu & Kashmir,Ganderbal,2014,0,20,0,54,0,3,0
3473,Jammu & Kashmir,Handwara,2014,3,24,0,80,0,2,0
3474,Jammu & Kashmir,Jammu,2014,68,60,4,81,52,159,0
3475,Jammu & Kashmir,Kargil,2014,2,2,0,0,0,0,0
3476,Jammu & Kashmir,Kathua,2014,18,33,1,43,15,21,0
3477,Jammu & Kashmir,Kishtwar,2014,6,18,0,23,0,9,0
3478,Jammu & Kashmir,Kulgam,2014,7,39,0,171,13,0,0
3479,Jammu & Kashmir,Kupwara,2014,8,42,0,61,12,8,0
3480,Jammu & Kashmir,Leh,2014,6,1,0,3,0,0,0
3481,Jammu & Kashmir,Poonch,2014,13,36,0,42,8,25,0
3482,Jammu & Kashmir,Pulwama,2014,7,20,0,20,6,1,0
3483,Jammu & Kashmir,Railways Jammu,2014,0,0,0,1,2,0,0
3484,Jammu & Kashmir,Railways Kashmir,2014,0,0,0,2,0,0,0
3485,Jammu & Kashmir,Railways Katra,2014,0,0,0,0,1,0,0
3486,Jammu & Kashmir,Rajouri,2014,39,60,0,65,17,71,0
3487,Jammu & Kashmir,Ramban,2014,8,23,0,25,14,12,0
3488,Jammu & Kashmir,Reasi,2014,16,26,0,18,3,16,0
3489,Jammu & Kashmir,Samba,2014,7,12,0,10,0,8,0
3490,Jammu & Kashmir,Shopian,2014,1,37,0,30,0,2,0
3491,Jammu & Kashmir,Sopore,2014,8,40,0,83,0,7,0
3492,Jammu & Kashmir,Srinagar,2014,12,68,0,218,44,63,0
3493,Jammu & Kashmir,Udhampur,2014,30,18,0,23,13,18,0
3494,JHARKHAND,BOKARO,2001,26,32,25,24,2,45,0
3495,JHARKHAND,CHAIBASA,2001,32,10,0,6,0,0,0
3496,JHARKHAND,CHATRA,2001,6,3,7,0,0,6,0
3497,JHARKHAND,DEOGHAR,2001,22,0,10,13,1,10,0
3498,JHARKHAND,DHANBAD,2001,32,45,30,47,0,18,0
3499,JHARKHAND,DHANBAD RLY.,2001,2,0,0,0,0,0,0
3500,JHARKHAND,DUMKA,2001,27,0,3,20,0,23,0
3501,JHARKHAND,GARHWA,2001,11,2,15,0,0,5,0
3502,JHARKHAND,GIRIDIH,2001,42,10,30,13,0,57,0
3503,JHARKHAND,GODDA,2001,37,26,1,0,0,0,0
3504,JHARKHAND,GUMLA,2001,29,11,0,2,0,10,1
3505,JHARKHAND,HAZARIBAGH,2001,41,31,31,15,0,18,0
3506,JHARKHAND,JAMSHEDPUR,2001,50,51,6,58,0,88,0
3507,JHARKHAND,JAMSHEDPUR RLY.,2001,1,0,0,1,0,0,0
3508,JHARKHAND,JAMTARA,2001,18,11,5,13,0,20,0
3509,JHARKHAND,KODERMA,2001,2,2,11,8,1,29,0
3510,JHARKHAND,LATEHAR,2001,12,2,6,0,0,0,0
3511,JHARKHAND,LOHARDAGGA,2001,12,8,0,4,0,10,0
3512,JHARKHAND,PAKUR,2001,23,0,7,0,0,18,0
3513,JHARKHAND,PALAMU,2001,15,2,18,8,0,28,1
3514,JHARKHAND,RANCHI,2001,73,1,4,24,1,78,0
3515,JHARKHAND,SAHEBGANJ,2001,20,5,3,23,0,21,0
3516,JHARKHAND,SARAIKELA,2001,17,15,4,18,0,0,0
3517,JHARKHAND,SIMDEGA,2001,17,12,1,0,0,0,0
3518,JHARKHAND,BOKARO,2002,48,26,29,32,0,16,0
3519,JHARKHAND,CHAIBASA,2002,37,9,0,17,0,8,0
3520,JHARKHAND,CHATRA,2002,18,1,15,0,0,4,0
3521,JHARKHAND,DEOGHAR,2002,37,2,16,7,0,17,0
3522,JHARKHAND,DHANBAD,2002,38,25,36,53,3,19,0
3523,JHARKHAND,DHANBAD RLY.,2002,2,1,0,2,0,0,0
3524,JHARKHAND,DUMKA,2002,50,3,8,31,0,37,0
3525,JHARKHAND,GARHWA,2002,32,2,14,2,0,19,2
3526,JHARKHAND,GIRIDIH,2002,39,8,52,48,0,36,0
3527,JHARKHAND,GODDA,2002,86,6,4,0,0,56,0
3528,JHARKHAND,GUMLA,2002,31,8,1,4,0,14,0
3529,JHARKHAND,HAZARIBAGH,2002,71,18,31,27,0,90,0
3530,JHARKHAND,JAMSHEDPUR,2002,76,18,12,40,0,72,0
3531,JHARKHAND,JAMSHEDPUR RLY.,2002,1,1,0,5,0,0,0
3532,JHARKHAND,JAMTARA,2002,25,2,3,14,0,18,0
3533,JHARKHAND,KODERMA,2002,6,4,7,8,0,37,0
3534,JHARKHAND,LATEHAR,2002,12,2,3,4,0,3,0
3535,JHARKHAND,LOHARDAGGA,2002,14,1,0,4,0,12,0
3536,JHARKHAND,PAKUR,2002,37,1,2,3,0,5,0
3537,JHARKHAND,PALAMU,2002,14,8,24,11,0,18,34
3538,JHARKHAND,RANCHI,2002,55,22,9,73,0,62,0
3539,JHARKHAND,SAHEBGANJ,2002,26,5,5,22,0,19,0
3540,JHARKHAND,SARAIKELA,2002,26,4,3,4,0,25,0
3541,JHARKHAND,SIMDEGA,2002,16,1,1,0,0,1,0
3542,JHARKHAND,BOKARO,2003,48,26,29,32,0,16,0
3543,JHARKHAND,CHAIBASA,2003,38,19,0,17,0,8,0
3544,JHARKHAND,CHATRA,2003,14,4,16,2,0,0,0
3545,JHARKHAND,DEOGHAR,2003,53,7,14,14,1,20,0
3546,JHARKHAND,DHANBAD,2003,43,41,30,47,0,18,0
3547,JHARKHAND,DHANBAD RLY.,2003,0,3,1,1,0,0,0
3548,JHARKHAND,DUMKA,2003,49,0,9,23,0,69,0
3549,JHARKHAND,GARHWA,2003,23,6,13,5,0,12,0
3550,JHARKHAND,GIRIDIH,2003,35,22,42,52,0,37,0
3551,JHARKHAND,GODDA,2003,76,15,4,0,0,56,0
3552,JHARKHAND,GUMLA,2003,31,12,0,14,0,11,0
3553,JHARKHAND,HAZARIBAGH,2003,40,20,41,57,0,30,0
3554,JHARKHAND,JAMSHEDPUR,2003,28,34,12,23,0,58,0
3555,JHARKHAND,JAMSHEDPUR RLY.,2003,2,2,3,0,0,0,0
3556,JHARKHAND,JAMTARA,2003,35,7,5,6,0,26,0
3557,JHARKHAND,KODERMA,2003,0,0,7,8,0,37,0
3558,JHARKHAND,LATEHAR,2003,10,1,0,5,0,3,0
3559,JHARKHAND,LOHARDAGGA,2003,15,4,0,4,0,12,0
3560,JHARKHAND,PAKUR,2003,31,7,0,3,1,10,0
3561,JHARKHAND,PALAMU,2003,13,8,11,4,0,13,0
3562,JHARKHAND,RANCHI,2003,55,2,9,73,0,61,0
3563,JHARKHAND,SAHEBGANJ,2003,23,5,9,17,0,19,0
3564,JHARKHAND,SARAIKELA,2003,31,6,7,14,0,36,0
3565,JHARKHAND,SIMDEGA,2003,19,11,0,3,0,7,0
3566,JHARKHAND,BOKARO,2004,48,26,29,32,0,16,0
3567,JHARKHAND,CHAIBASA,2004,37,9,0,17,0,8,0
3568,JHARKHAND,CHATRA,2004,18,1,15,0,0,4,0
3569,JHARKHAND,DEOGHAR,2004,37,2,16,7,0,17,0
3570,JHARKHAND,DHANBAD,2004,38,25,36,53,3,19,0
3571,JHARKHAND,DHANBAD RLY.,2004,2,1,0,2,0,0,0
3572,JHARKHAND,DUMKA,2004,50,3,8,31,0,37,0
3573,JHARKHAND,GARHWA,2004,32,2,14,2,0,19,2
3574,JHARKHAND,GIRIDIH,2004,39,8,52,48,0,36,0
3575,JHARKHAND,GODDA,2004,86,6,4,0,0,56,0
3576,JHARKHAND,GUMLA,2004,31,8,1,4,0,14,0
3577,JHARKHAND,HAZARIBAGH,2004,71,18,31,27,0,90,0
3578,JHARKHAND,JAMSHEDPUR,2004,76,18,12,40,0,72,0
3579,JHARKHAND,JAMSHEDPUR RLY.,2004,1,1,0,5,0,0,0
3580,JHARKHAND,JAMTARA,2004,25,2,3,14,0,18,0
3581,JHARKHAND,KODERMA,2004,6,4,7,8,0,37,0
3582,JHARKHAND,LATEHAR,2004,12,2,3,4,0,3,0
3583,JHARKHAND,LOHARDAGGA,2004,14,1,0,4,0,12,0
3584,JHARKHAND,PAKUR,2004,37,1,2,3,0,5,0
3585,JHARKHAND,PALAMU,2004,14,8,24,11,0,18,34
3586,JHARKHAND,RANCHI,2004,55,22,9,73,0,62,0
3587,JHARKHAND,SAHEBGANJ,2004,26,5,5,22,0,19,0
3588,JHARKHAND,SARAIKELA,2004,26,4,3,4,0,25,0
3589,JHARKHAND,SIMDEGA,2004,16,1,1,0,0,1,0
3590,JHARKHAND,BOKARO,2005,36,41,19,0,7,47,0
3591,JHARKHAND,CHAIBASA,2005,53,0,0,2,7,11,0
3592,JHARKHAND,CHATRA,2005,11,2,14,1,0,3,0
3593,JHARKHAND,DEOGHAR,2005,46,1,3,15,2,19,0
3594,JHARKHAND,DHANBAD,2005,32,58,48,16,7,31,0
3595,JHARKHAND,DHANBAD RLY.,2005,2,1,3,0,0,0,0
3596,JHARKHAND,DUMKA,2005,38,9,12,11,7,38,3
3597,JHARKHAND,GARHWA,2005,17,0,17,0,2,15,0
3598,JHARKHAND,GIRIDIH,2005,28,39,24,54,0,44,0
3599,JHARKHAND,GODDA,2005,46,0,8,28,0,39,0
3600,JHARKHAND,GUMLA,2005,45,10,2,10,0,6,0
3601,JHARKHAND,HAZARIBAGH,2005,57,32,31,32,0,55,0
3602,JHARKHAND,JAMSHEDPUR,2005,37,9,10,34,1,56,0
3603,JHARKHAND,JAMSHEDPUR RLY.,2005,0,0,0,3,0,3,0
3604,JHARKHAND,JAMTARA,2005,0,3,6,17,2,17,0
3605,JHARKHAND,KODERMA,2005,12,4,15,4,0,23,0
3606,JHARKHAND,LATEHAR,2005,12,6,1,2,0,3,0
3607,JHARKHAND,LOHARDAGGA,2005,25,14,1,11,0,29,0
3608,JHARKHAND,PAKUR,2005,30,6,4,12,0,5,0
3609,JHARKHAND,PALAMU,2005,27,30,21,13,0,29,0
3610,JHARKHAND,RANCHI,2005,102,0,11,14,0,58,0
3611,JHARKHAND,SAHEBGANJ,2005,44,6,4,6,1,36,0
3612,JHARKHAND,SARAIKELA,2005,33,6,3,6,0,22,0
3613,JHARKHAND,SIMDEGA,2005,20,6,0,2,0,1,1
3614,JHARKHAND,BOKARO,2006,24,43,16,7,0,64,0
3615,JHARKHAND,CHAIBASA,2006,53,8,7,7,0,17,0
3616,JHARKHAND,CHATRA,2006,13,11,16,3,0,7,0
3617,JHARKHAND,DEOGHAR,2006,33,4,19,4,14,27,0
3618,JHARKHAND,DHANBAD,2006,37,58,32,28,14,31,0
3619,JHARKHAND,DHANBAD RLY.,2006,0,0,4,3,0,1,0
3620,JHARKHAND,DUMKA,2006,55,27,7,46,0,30,1
3621,JHARKHAND,GARHWA,2006,26,7,16,0,0,13,0
3622,JHARKHAND,GIRIDIH,2006,56,18,39,65,0,68,0
